Tanggal,Kode_Transaksi,Pelanggan,sub_total,lokasi_apotek
5/22/2024,TRX077305,Guest,154092,Jakarta
2/10/2023,TRX077306,Guest,1338006,Jakarta
4/26/2024,TRX077307,Guest,572267,Bandung
7/14/2023,TRX077308,Clara Pangestu,793912,Bandung
9/23/2024,TRX077309,"Galuh Siregar, S.Pt",732156,Jakarta
9/26/2024,TRX077310,Taufik Marpaung,924752,Surabaya
1/15/2024,TRX077311,Padmi Yuliarti,342130,Jakarta
1/8/2024,TRX077312,"Ratih Suartini, M.TI.",504428,Jakarta
4/13/2023,TRX077313,Usman Setiawan,866940,Jakarta
8/27/2023,TRX077314,"dr. Sabrina Susanti, M.TI.",432113,Yogyakarta
4/6/2023,TRX077315,Guest,532628,Bandung
1/25/2023,TRX077316,"Puti Indah Dabukke, S.E.",216032,Surabaya
9/4/2023,TRX077317,Adinata Manullang,774580,Bandung
10/7/2024,TRX077318,Guest,977643,Semarang
8/5/2024,TRX077319,Guest,350386,Surabaya
7/5/2024,TRX077320,Guest,599561,Jakarta
3/14/2024,TRX077321,"Sutan Tugiman Iswahyudi, S.H.",336374,Semarang
7/8/2024,TRX077322,"Uda Wahyuni, S.Ked",466161,Jakarta
6/16/2024,TRX077323,Guest,191552,Jakarta
3/15/2024,TRX077324,Guest,146440,Bandung
7/19/2023,TRX077325,R.M. Halim Utama,436027,Semarang
12/7/2023,TRX077326,Guest,449445,Semarang
9/1/2024,TRX077327,Guest,460065,Bandung
10/30/2023,TRX077328,H. Bancar Mustofa,1322529,Semarang
4/13/2023,TRX077329,Dr. Ida Mangunsong,295647,Yogyakarta
5/25/2023,TRX077330,Guest,416605,Bandung
8/19/2023,TRX077331,"T. Jagapati Nasyidah, M.Farm",39116,Bandung
1/10/2023,TRX077332,Sarah Pradana,661541,Semarang
11/18/2024,TRX077333,Guest,389211,Yogyakarta
4/28/2024,TRX077334,Guest,939778,Semarang
12/31/2023,TRX077335,Guest,60158,Semarang
1/23/2024,TRX077336,"Calista Halim, S.Gz",213204,Jakarta
4/5/2024,TRX077337,"Kurnia Palastri, S.Sos",325285,Bandung
11/5/2023,TRX077338,Dr. Kamila Handayani,1528964,Surabaya
11/17/2023,TRX077339,dr. Hartana Maheswara,1231712,Bandung
9/13/2023,TRX077340,Guest,743052,Semarang
4/21/2024,TRX077341,Guest,499441,Yogyakarta
5/16/2024,TRX077342,Guest,1593392,Surabaya
2/6/2023,TRX077343,Ir. Rosman Wijayanti,588729,Yogyakarta
9/14/2024,TRX077344,Guest,988487,Bandung
2/9/2024,TRX077345,Guest,947030,Surabaya
9/17/2023,TRX077346,"Dasa Prasetyo, M.Farm",515900,Yogyakarta
6/9/2023,TRX077347,Guest,757633,Semarang
5/20/2023,TRX077348,Oskar Novitasari,94830,Yogyakarta
1/11/2024,TRX077349,Michelle Waluyo,1525813,Semarang
2/28/2024,TRX077350,Anita Siregar,725388,Yogyakarta
8/2/2023,TRX077351,Laras Napitupulu,511280,Surabaya
6/4/2024,TRX077352,Kamaria Laksita,902702,Bandung
1/8/2024,TRX077353,Guest,260658,Semarang
3/11/2023,TRX077354,"Puti Ghaliyati Utami, S.IP",506706,Bandung
3/21/2024,TRX077355,Mulya Natsir,303060,Surabaya
1/30/2023,TRX077356,Marsito Nasyiah,390203,Semarang
7/23/2023,TRX077357,Guest,366688,Yogyakarta
4/23/2023,TRX077358,Guest,175221,Yogyakarta
6/8/2023,TRX077359,Guest,1111376,Yogyakarta
3/7/2023,TRX077360,Titin Iswahyudi,813749,Surabaya
9/25/2024,TRX077361,Dadi Purnawati,1287563,Semarang
3/25/2023,TRX077362,Guest,1181638,Jakarta
11/4/2023,TRX077363,Guest,250815,Semarang
9/29/2023,TRX077364,Upik Latupono,444152,Semarang
5/16/2023,TRX077365,Sarah Rahmawati,1005944,Surabaya
7/16/2023,TRX077366,Guest,306931,Bandung
7/8/2024,TRX077367,Warsita Yolanda,261720,Surabaya
3/22/2023,TRX077368,Chelsea Riyanti,989086,Yogyakarta
11/16/2023,TRX077369,Guest,10145,Yogyakarta
12/6/2023,TRX077370,Padma Ramadan,186107,Bandung
10/10/2023,TRX077371,"dr. Mustofa Maryati, S.I.Kom",137998,Surabaya
2/28/2023,TRX077372,KH. Simon Wulandari,309462,Jakarta
9/8/2023,TRX077373,"Dodo Permadi, M.Pd",1019831,Bandung
5/22/2023,TRX077374,"Bancar Uyainah, M.Kom.",658563,Bandung
5/3/2024,TRX077375,Guest,1054311,Bandung
10/6/2023,TRX077376,"Drs. Edi Firmansyah, S.T.",458924,Surabaya
4/16/2023,TRX077377,Cut Yuliana Mansur,1304493,Jakarta
12/17/2023,TRX077378,Mala Hariyah,641590,Surabaya
9/18/2023,TRX077379,Dr. Aswani Ramadan,312013,Bandung
3/19/2024,TRX077380,"Ikin Rahmawati, S.Pd",631868,Surabaya
9/15/2023,TRX077381,Guest,474549,Bandung
7/7/2023,TRX077382,Guest,952513,Bandung
6/8/2023,TRX077383,Dipa Setiawan,501822,Surabaya
1/8/2024,TRX077384,Guest,84522,Bandung
1/14/2024,TRX077385,Guest,447106,Jakarta
8/4/2024,TRX077386,Amalia Prasetya,416646,Yogyakarta
5/23/2023,TRX077387,Guest,389409,Semarang
5/20/2023,TRX077388,Guest,365809,Semarang
5/26/2024,TRX077389,Estiono Nababan,462788,Semarang
3/17/2023,TRX077390,Guest,342158,Yogyakarta
9/30/2024,TRX077391,Darijan Sitompul,129492,Surabaya
7/7/2023,TRX077392,Guest,208196,Yogyakarta
10/7/2024,TRX077393,"Ana Putra, S.Gz",1158725,Jakarta
1/10/2023,TRX077394,"Dr. Gantar Usamah, S.I.Kom",937091,Surabaya
4/26/2024,TRX077395,"Tgk. Mujur Palastri, M.M.",952882,Jakarta
11/6/2023,TRX077396,Baktiono Nababan,382095,Surabaya
10/9/2023,TRX077397,Guest,50908,Bandung
3/22/2023,TRX077398,Guest,795520,Bandung
11/17/2024,TRX077399,Hesti Wahyuni,375125,Surabaya
4/19/2023,TRX077400,Guest,326039,Bandung
10/28/2023,TRX077401,Guest,159027,Semarang
11/21/2024,TRX077402,Guest,711994,Semarang
6/14/2024,TRX077403,"R.M. Galang Widodo, S.Pd",321943,Surabaya
1/30/2024,TRX077404,Ulya Permata,1213068,Surabaya
6/17/2023,TRX077405,"Embuh Wahyudin, S.Kom",1077230,Jakarta
9/14/2024,TRX077406,Guest,817098,Semarang
11/16/2024,TRX077407,"Irsad Novitasari, S.H.",1977687,Semarang
5/13/2024,TRX077408,Guest,920059,Bandung
6/4/2024,TRX077409,Guest,920613,Bandung
7/13/2023,TRX077410,Padmi Sitompul,1122837,Surabaya
5/15/2023,TRX077411,Ika Widodo,878191,Semarang
10/14/2024,TRX077412,Guest,1152390,Semarang
5/31/2024,TRX077413,Guest,843755,Surabaya
10/20/2023,TRX077414,Eva Yulianti,652756,Surabaya
11/27/2023,TRX077415,Shakila Pranowo,233323,Jakarta
7/17/2023,TRX077416,Wahyu Pradipta,248853,Jakarta
6/17/2024,TRX077417,Guest,1034252,Surabaya
4/29/2023,TRX077418,Maria Novitasari,53112,Yogyakarta
6/19/2023,TRX077419,Guest,528147,Semarang
8/8/2024,TRX077420,Guest,415938,Semarang
5/8/2023,TRX077421,"Cakrabirawa Waskita, M.Farm",761857,Semarang
10/4/2024,TRX077422,"Ghaliyati Dongoran, S.Ked",899093,Surabaya
3/20/2024,TRX077423,"R.A. Yunita Manullang, M.Kom.",903597,Semarang
3/20/2024,TRX077424,Guest,138239,Semarang
2/28/2023,TRX077425,Guest,1256402,Bandung
10/3/2023,TRX077426,Guest,860382,Bandung
12/14/2024,TRX077427,Guest,449073,Surabaya
1/13/2023,TRX077428,Guest,1203784,Semarang
12/5/2024,TRX077429,Guest,1258821,Yogyakarta
1/29/2023,TRX077430,Belinda Budiyanto,887133,Surabaya
8/16/2024,TRX077431,"Laila Narpati, S.T.",746007,Semarang
7/24/2024,TRX077432,Guest,727088,Surabaya
8/21/2024,TRX077433,Guest,847126,Jakarta
8/19/2023,TRX077434,Padmi Prastuti,1432586,Bandung
3/9/2024,TRX077435,Guest,995183,Surabaya
7/9/2024,TRX077436,Natalia Maheswara,645742,Yogyakarta
4/4/2024,TRX077437,Guest,1150079,Yogyakarta
2/12/2023,TRX077438,Irma Lailasari,532057,Surabaya
3/9/2023,TRX077439,"Dr. Maimunah Padmasari, S.E.",506686,Semarang
4/26/2024,TRX077440,Guest,342103,Bandung
5/29/2023,TRX077441,"drg. Bakda Prasetyo, S.E.I",324033,Semarang
3/19/2023,TRX077442,Bakti Jailani,833224,Yogyakarta
1/12/2024,TRX077443,Harimurti Nugroho,699666,Surabaya
12/11/2024,TRX077444,Hadi Yuniar,596817,Yogyakarta
3/30/2023,TRX077445,Guest,1238048,Semarang
6/29/2024,TRX077446,Banara Mulyani,490044,Bandung
9/28/2023,TRX077447,Guest,938769,Bandung
10/23/2024,TRX077448,Guest,324448,Yogyakarta
4/22/2024,TRX077449,Tgk. Nardi Oktaviani,986815,Jakarta
10/17/2023,TRX077450,Tgk. Dodo Najmudin,589266,Bandung
9/23/2023,TRX077451,Guest,693789,Bandung
2/12/2023,TRX077452,"Luthfi Novitasari, M.Kom.",1025272,Bandung
3/5/2023,TRX077453,Nasim Handayani,594660,Jakarta
3/3/2023,TRX077454,Edi Lestari,786494,Semarang
11/22/2023,TRX077455,Edi Najmudin,483749,Yogyakarta
9/17/2023,TRX077456,Qori Usamah,160421,Bandung
12/4/2024,TRX077457,"Dr. Praba Mangunsong, S.Pd",592115,Yogyakarta
9/13/2023,TRX077458,Guest,833950,Yogyakarta
10/19/2024,TRX077459,Guest,414943,Jakarta
4/3/2023,TRX077460,"Dipa Firmansyah, M.Ak",678816,Jakarta
11/17/2024,TRX077461,Sarah Suryono,226980,Jakarta
6/15/2023,TRX077462,Guest,754382,Yogyakarta
5/11/2023,TRX077463,"H. Ega Wijaya, S.Pd",602373,Jakarta
6/17/2023,TRX077464,Guest,1560479,Bandung
12/30/2024,TRX077465,"Dr. Prabawa Mayasari, S.Ked",1147988,Yogyakarta
3/3/2024,TRX077466,Guest,390607,Bandung
11/3/2023,TRX077467,Respati Hutapea,1209150,Bandung
8/20/2024,TRX077468,Guest,353728,Semarang
7/10/2023,TRX077469,Dr. Suci Wijayanti,686703,Semarang
8/15/2023,TRX077470,Nyana Handayani,1095795,Semarang
6/9/2023,TRX077471,Talia Lazuardi,112156,Jakarta
3/28/2024,TRX077472,Guest,212070,Surabaya
6/19/2023,TRX077473,Fathonah Hutasoit,488461,Semarang
11/1/2023,TRX077474,Guest,1251183,Surabaya
10/11/2024,TRX077475,"Betania Rajata, S.IP",1586516,Jakarta
11/12/2023,TRX077476,"Gabriella Tamba, S.Pd",744457,Surabaya
12/3/2024,TRX077477,Vino Fujiati,1645711,Jakarta
10/10/2024,TRX077478,Guest,164925,Jakarta
11/18/2024,TRX077479,Guest,63464,Surabaya
1/3/2024,TRX077480,Guest,835528,Surabaya
2/5/2023,TRX077481,Digdaya Megantara,757666,Bandung
8/16/2023,TRX077482,Guest,748473,Surabaya
5/30/2024,TRX077483,Guest,1098011,Jakarta
8/14/2024,TRX077484,Guest,525392,Yogyakarta
8/2/2023,TRX077485,Guest,1093789,Semarang
11/8/2023,TRX077486,Guest,359779,Bandung
5/7/2024,TRX077487,Guest,536933,Surabaya
3/10/2024,TRX077488,Hendra Dabukke,898754,Bandung
10/31/2024,TRX077489,Dt. Darsirah Nainggolan,968126,Yogyakarta
10/14/2023,TRX077490,Maryadi Tampubolon,661738,Yogyakarta
9/28/2024,TRX077491,Almira Sinaga,806133,Surabaya
8/21/2024,TRX077492,Guest,1052318,Surabaya
11/25/2023,TRX077493,Guest,1074720,Bandung
7/7/2023,TRX077494,Panca Wulandari,1117493,Semarang
12/28/2024,TRX077495,Patricia Uyainah,670928,Surabaya
7/12/2023,TRX077496,Ir. Cakrabuana Wulandari,391625,Bandung
6/4/2023,TRX077497,Cawuk Haryanto,263647,Bandung
11/23/2023,TRX077498,Kala Wibowo,574664,Surabaya
7/24/2023,TRX077499,Guest,19332,Bandung
4/29/2024,TRX077500,Guest,286515,Jakarta
5/1/2024,TRX077501,Bella Haryanti,730993,Bandung
10/23/2024,TRX077502,Dian Pradipta,160081,Surabaya
10/31/2023,TRX077503,Titi Handayani,101364,Surabaya
7/4/2023,TRX077504,Guest,272220,Surabaya
6/11/2023,TRX077505,Sutan Darmaji Uwais,705316,Surabaya
10/17/2024,TRX077506,Guest,138600,Semarang
2/26/2024,TRX077507,"Lamar Farida, M.M.",371698,Jakarta
3/28/2024,TRX077508,Guest,1047717,Bandung
3/6/2023,TRX077509,"drg. Ade Rajasa, S.E.",730332,Jakarta
1/25/2024,TRX077510,Ayu Saptono,916008,Semarang
10/22/2023,TRX077511,Dt. Jagaraga Salahudin,697450,Semarang
7/15/2024,TRX077512,Guest,1038104,Bandung
9/19/2023,TRX077513,Gangsar Firgantoro,426381,Semarang
9/5/2023,TRX077514,Guest,694559,Surabaya
12/19/2023,TRX077515,Amelia Fujiati,434932,Jakarta
5/5/2023,TRX077516,Ina Rajasa,1718896,Jakarta
10/21/2023,TRX077517,Cawisono Sihotang,752110,Surabaya
1/3/2024,TRX077518,Danu Novitasari,387261,Jakarta
10/21/2023,TRX077519,Guest,1023989,Semarang
11/20/2024,TRX077520,Guest,510393,Yogyakarta
2/19/2024,TRX077521,"Puti Yuliana Irawan, M.M.",267390,Yogyakarta
5/18/2023,TRX077522,Balamantri Nurdiyanti,315201,Jakarta
2/4/2024,TRX077523,Guest,535615,Jakarta
2/10/2023,TRX077524,Dr. Kania Maheswara,328647,Jakarta
11/27/2023,TRX077525,"Mulya Sitompul, S.E.",461567,Jakarta
12/18/2023,TRX077526,Guest,1088064,Surabaya
8/23/2023,TRX077527,Guest,953566,Semarang
5/30/2024,TRX077528,Hj. Diah Megantara,1167940,Yogyakarta
1/7/2024,TRX077529,"drg. Kayla Pudjiastuti, S.Farm",816954,Jakarta
12/30/2023,TRX077530,Guest,693253,Yogyakarta
12/25/2023,TRX077531,Guest,717302,Yogyakarta
7/8/2024,TRX077532,Guest,726210,Surabaya
5/27/2024,TRX077533,"Cayadi Saputra, S.E.",379948,Yogyakarta
12/13/2023,TRX077534,Guest,386394,Semarang
8/8/2024,TRX077535,Guest,319696,Surabaya
8/26/2024,TRX077536,Guest,869715,Bandung
4/11/2023,TRX077537,Oskar Waluyo,27802,Semarang
10/13/2024,TRX077538,Tgk. Yessi Prakasa,1028833,Surabaya
6/26/2024,TRX077539,Guest,1263519,Bandung
8/2/2024,TRX077540,Asmianto Januar,132236,Jakarta
3/5/2023,TRX077541,Arsipatra Habibi,566568,Semarang
8/14/2023,TRX077542,Keisha Hasanah,723575,Jakarta
10/2/2023,TRX077543,Guest,1304337,Surabaya
4/28/2024,TRX077544,Zulaikha Hidayat,707526,Bandung
4/15/2024,TRX077545,Guest,1486888,Surabaya
12/1/2024,TRX077546,Guest,170258,Jakarta
9/16/2023,TRX077547,Aurora Novitasari,1373302,Semarang
10/8/2023,TRX077548,Guest,646704,Bandung
9/23/2024,TRX077549,Kamaria Anggriawan,337834,Surabaya
8/14/2024,TRX077550,Guest,890575,Semarang
12/24/2023,TRX077551,Guest,711403,Jakarta
7/22/2024,TRX077552,"Hj. Kani Halimah, S.IP",451050,Yogyakarta
12/9/2023,TRX077553,Galang Budiman,667753,Jakarta
8/5/2023,TRX077554,Guest,124618,Jakarta
12/22/2024,TRX077555,Guest,199810,Surabaya
9/14/2024,TRX077556,Olivia Padmasari,99868,Bandung
4/18/2023,TRX077557,Guest,565734,Semarang
5/7/2023,TRX077558,Tiara Budiyanto,303978,Jakarta
3/13/2023,TRX077559,Vinsen Gunarto,658714,Jakarta
8/17/2023,TRX077560,"Saiful Haryanti, M.Ak",972502,Jakarta
2/25/2023,TRX077561,Guest,988192,Surabaya
6/29/2024,TRX077562,Guest,905916,Surabaya
8/1/2023,TRX077563,Guest,174466,Jakarta
5/29/2023,TRX077564,Usman Puspita,587890,Surabaya
3/25/2023,TRX077565,Ade Pratiwi,484790,Jakarta
7/10/2023,TRX077566,H. Tirta Pratiwi,778891,Yogyakarta
4/18/2023,TRX077567,Guest,353108,Bandung
3/13/2024,TRX077568,Guest,1634109,Bandung
4/14/2023,TRX077569,Guest,904704,Bandung
10/25/2024,TRX077570,Drs. Harsanto Puspasari,403127,Jakarta
4/8/2024,TRX077571,Guest,1031668,Semarang
3/5/2024,TRX077572,Dodo Hidayat,317640,Jakarta
5/23/2023,TRX077573,Paiman Rajasa,759179,Yogyakarta
1/1/2024,TRX077574,"Drs. Marsudi Wacana, S.E.",211876,Yogyakarta
4/4/2023,TRX077575,Guest,1470275,Bandung
8/11/2024,TRX077576,Ina Putra,580778,Jakarta
4/11/2024,TRX077577,Guest,824127,Yogyakarta
7/31/2023,TRX077578,Icha Prakasa,232815,Jakarta
11/26/2024,TRX077579,"Balidin Santoso, M.Farm",772319,Bandung
4/13/2023,TRX077580,Dt. Samsul Oktaviani,759714,Surabaya
10/16/2024,TRX077581,drg. Nurul Winarno,1264575,Jakarta
1/31/2023,TRX077582,Tasnim Siregar,955854,Bandung
6/1/2023,TRX077583,Guest,1181056,Surabaya
10/15/2024,TRX077584,Guest,621139,Jakarta
11/9/2024,TRX077585,Agus Rajasa,201030,Semarang
9/7/2024,TRX077586,Guest,655683,Yogyakarta
6/13/2024,TRX077587,Guest,1219748,Yogyakarta
10/13/2024,TRX077588,"Elon Nashiruddin, S.Sos",940661,Yogyakarta
9/12/2023,TRX077589,Cut Ana Waluyo,349776,Surabaya
8/12/2023,TRX077590,Guest,652769,Surabaya
4/7/2023,TRX077591,Guest,979075,Surabaya
5/27/2023,TRX077592,Diana Prabowo,327405,Semarang
3/23/2024,TRX077593,Oni Pratama,1344712,Semarang
11/30/2023,TRX077594,Guest,430026,Semarang
5/25/2023,TRX077595,Calista Prasetya,162600,Surabaya
10/30/2024,TRX077596,Guest,269200,Jakarta
5/27/2024,TRX077597,"Sabar Andriani, M.Pd",305120,Semarang
4/8/2023,TRX077598,Cahyanto Mahendra,597566,Bandung
1/2/2023,TRX077599,Guest,1514361,Bandung
2/26/2023,TRX077600,Guest,320912,Bandung
3/31/2024,TRX077601,Guest,1083291,Surabaya
10/18/2023,TRX077602,"Tantri Lestari, S.E.I",965332,Semarang
9/17/2024,TRX077603,Guest,1184418,Surabaya
7/13/2024,TRX077604,Hamima Saefullah,566374,Semarang
7/15/2024,TRX077605,Guest,500240,Jakarta
11/7/2024,TRX077606,"T. Najib Laksita, S.Pd",751248,Yogyakarta
10/31/2024,TRX077607,Guest,823160,Yogyakarta
7/5/2024,TRX077608,"Harsana Thamrin, S.IP",582308,Semarang
5/5/2024,TRX077609,Dt. Tri Purnawati,1162949,Semarang
3/19/2023,TRX077610,"Zelda Gunawan, S.I.Kom",550285,Surabaya
1/10/2023,TRX077611,Guest,792741,Bandung
12/31/2023,TRX077612,Guest,267088,Surabaya
9/19/2023,TRX077613,Guest,312871,Yogyakarta
6/19/2024,TRX077614,Guest,698915,Surabaya
10/26/2023,TRX077615,Kardi Situmorang,866502,Surabaya
2/7/2023,TRX077616,Jumadi Pertiwi,438939,Yogyakarta
10/8/2023,TRX077617,Pandu Agustina,1017116,Jakarta
9/9/2023,TRX077618,R. Rachel Zulaika,803168,Yogyakarta
7/23/2024,TRX077619,Dr. Galih Mustofa,334830,Yogyakarta
2/24/2023,TRX077620,"Jindra Dabukke, M.Farm",1130304,Bandung
2/28/2023,TRX077621,Guest,191036,Semarang
7/8/2024,TRX077622,Jaswadi Hidayanto,316953,Semarang
1/25/2024,TRX077623,Among Yulianti,869429,Jakarta
2/23/2024,TRX077624,Syahrini Suryono,1542680,Semarang
2/25/2024,TRX077625,Drs. Kayla Agustina,634826,Bandung
12/5/2023,TRX077626,Guest,972600,Surabaya
6/15/2024,TRX077627,Guest,712995,Yogyakarta
11/2/2024,TRX077628,R. Aisyah Tamba,240218,Semarang
3/21/2023,TRX077629,Hj. Rina Hariyah,868510,Bandung
11/19/2023,TRX077630,Guest,1070886,Yogyakarta
8/2/2023,TRX077631,T. Aswani Gunarto,1010255,Yogyakarta
9/29/2024,TRX077632,Wardi Manullang,1244887,Bandung
9/12/2023,TRX077633,"R. Daruna Saputra, M.Pd",363711,Bandung
1/23/2024,TRX077634,Jabal Saragih,268443,Surabaya
6/9/2023,TRX077635,Paris Pradana,825649,Bandung
5/30/2023,TRX077636,Guest,136895,Yogyakarta
9/5/2023,TRX077637,Guest,1238382,Semarang
9/4/2023,TRX077638,Guest,1334550,Yogyakarta
9/21/2024,TRX077639,Guest,582105,Bandung
8/4/2023,TRX077640,Guest,885011,Semarang
1/30/2024,TRX077641,Ami Lazuardi,521796,Jakarta
10/10/2023,TRX077642,Guest,774613,Bandung
3/15/2024,TRX077643,Guest,221712,Bandung
8/9/2024,TRX077644,dr. Eka Uyainah,459495,Semarang
12/24/2023,TRX077645,Guest,545703,Bandung
10/1/2023,TRX077646,"Karsa Widiastuti, M.Pd",1357960,Jakarta
8/4/2024,TRX077647,Guest,532874,Semarang
11/27/2024,TRX077648,Zaenab Pradipta,368838,Bandung
11/15/2023,TRX077649,Guest,613178,Bandung
3/17/2024,TRX077650,Luhung Maryadi,1142980,Bandung
1/4/2024,TRX077651,"Puji Wahyudin, S.Psi",1435017,Surabaya
12/13/2024,TRX077652,"H. Hari Uwais, S.H.",640559,Jakarta
7/30/2024,TRX077653,Devi Yuliarti,385834,Jakarta
5/27/2023,TRX077654,drg. Dian Tamba,112245,Bandung
1/16/2023,TRX077655,Guest,1007358,Jakarta
1/7/2024,TRX077656,Tgk. Zelaya Sitompul,147512,Bandung
11/4/2023,TRX077657,Guest,783203,Surabaya
6/19/2024,TRX077658,Guest,1001816,Bandung
7/24/2024,TRX077659,"Tgk. Pardi Tamba, M.M.",979910,Yogyakarta
6/20/2024,TRX077660,Guest,803821,Bandung
1/6/2024,TRX077661,Hj. Ami Wacana,252900,Semarang
2/22/2023,TRX077662,Guest,345348,Jakarta
4/23/2024,TRX077663,Gatot Riyanti,409053,Jakarta
8/6/2023,TRX077664,KH. Artanto Yulianti,981732,Jakarta
6/3/2023,TRX077665,Guest,195747,Surabaya
1/13/2024,TRX077666,"Cut Genta Firmansyah, S.Psi",642724,Jakarta
4/19/2024,TRX077667,R. Restu Usamah,415416,Surabaya
9/7/2024,TRX077668,Hj. Tiara Utami,431532,Jakarta
3/31/2023,TRX077669,Guest,67484,Yogyakarta
2/23/2024,TRX077670,Guest,340170,Yogyakarta
7/9/2023,TRX077671,Guest,115997,Jakarta
11/8/2024,TRX077672,"Eli Hidayat, S.E.",525481,Jakarta
10/20/2024,TRX077673,Guest,1014236,Surabaya
9/26/2024,TRX077674,"Ifa Rahimah, S.Farm",509754,Yogyakarta
11/29/2024,TRX077675,Guest,447194,Semarang
2/28/2023,TRX077676,Safina Narpati,507917,Jakarta
5/7/2024,TRX077677,Guest,959815,Yogyakarta
5/3/2024,TRX077678,Guest,665049,Jakarta
6/19/2023,TRX077679,Guest,149632,Semarang
3/1/2024,TRX077680,Guest,1148907,Surabaya
9/12/2024,TRX077681,Guest,711997,Yogyakarta
5/12/2023,TRX077682,Guest,1307775,Bandung
1/9/2024,TRX077683,Kamaria Tarihoran,615718,Bandung
7/10/2023,TRX077684,Guest,400249,Jakarta
8/4/2023,TRX077685,"dr. Rini Hariyah, S.E.I",1186010,Jakarta
5/13/2023,TRX077686,Kenzie Simbolon,567178,Surabaya
2/10/2023,TRX077687,Empluk Prakasa,1729137,Yogyakarta
9/8/2024,TRX077688,Guest,680701,Surabaya
9/19/2024,TRX077689,Guest,300772,Yogyakarta
10/28/2024,TRX077690,Guest,984456,Surabaya
2/19/2024,TRX077691,Guest,304083,Semarang
3/3/2024,TRX077692,Dr. Marwata Mahendra,921189,Surabaya
5/30/2023,TRX077693,Padma Suartini,212707,Yogyakarta
4/7/2024,TRX077694,"Vanesa Pranowo, S.Gz",440688,Surabaya
5/17/2023,TRX077695,"drg. Titi Riyanti, M.Ak",84886,Yogyakarta
12/15/2023,TRX077696,"Cut Dewi Nainggolan, S.Ked",1028114,Semarang
2/4/2023,TRX077697,Guest,327114,Bandung
5/13/2024,TRX077698,"Drs. Estiono Hutasoit, M.M.",115319,Jakarta
1/12/2023,TRX077699,Dr. Upik Permata,107875,Surabaya
3/13/2023,TRX077700,Guest,152400,Bandung
5/19/2023,TRX077701,Winda Oktaviani,1304525,Bandung
2/8/2023,TRX077702,Guest,1278279,Bandung
1/13/2023,TRX077703,Puti Rahmawati,272593,Jakarta
7/17/2024,TRX077704,Satya Hardiansyah,368780,Bandung
10/19/2023,TRX077705,Banawi Hutasoit,808216,Surabaya
2/16/2023,TRX077706,Jono Budiman,707185,Jakarta
5/2/2024,TRX077707,Guest,905768,Bandung
1/10/2024,TRX077708,Guest,733372,Bandung
6/15/2024,TRX077709,Guest,205718,Surabaya
6/8/2024,TRX077710,Guest,642608,Jakarta
6/14/2023,TRX077711,Cemani Dabukke,532186,Yogyakarta
5/14/2023,TRX077712,Hari Andriani,476995,Jakarta
5/30/2023,TRX077713,Guest,859907,Semarang
5/5/2024,TRX077714,Kadir Permadi,1158907,Bandung
5/11/2023,TRX077715,Maida Firgantoro,1079592,Yogyakarta
11/26/2024,TRX077716,Rizki Maheswara,1168855,Bandung
11/16/2023,TRX077717,"R.A. Sarah Mulyani, S.E.I",778208,Semarang
6/8/2024,TRX077718,Guest,370505,Jakarta
11/25/2023,TRX077719,Guest,1264069,Jakarta
8/29/2024,TRX077720,"Ir. Empluk Nasyidah, S.Sos",917463,Bandung
9/23/2024,TRX077721,Kemal Pradipta,430492,Bandung
8/18/2023,TRX077722,Guest,226510,Surabaya
3/6/2023,TRX077723,Guest,549831,Jakarta
5/21/2024,TRX077724,Guest,765281,Bandung
6/10/2024,TRX077725,Guest,530378,Yogyakarta
12/9/2023,TRX077726,"Drs. Prabu Usamah, S.Farm",749488,Semarang
6/1/2024,TRX077727,Guest,1235795,Yogyakarta
4/27/2024,TRX077728,KH. Jaya Aryani,222069,Surabaya
6/1/2024,TRX077729,"Dr. Novi Pangestu, S.T.",896899,Semarang
11/8/2024,TRX077730,Taswir Wijaya,1076478,Semarang
5/10/2024,TRX077731,"R. Lurhur Halim, S.E.",509784,Surabaya
7/30/2023,TRX077732,Guest,366917,Surabaya
10/7/2023,TRX077733,Mala Rajasa,71109,Semarang
2/24/2023,TRX077734,Guest,615302,Jakarta
12/26/2023,TRX077735,Guest,884460,Semarang
8/27/2023,TRX077736,Guest,811352,Yogyakarta
7/7/2024,TRX077737,Guest,669479,Bandung
2/10/2024,TRX077738,"Darmana Kuswandari, S.E.I",1213724,Jakarta
5/5/2024,TRX077739,Vanesa Halim,682106,Bandung
12/11/2024,TRX077740,Guest,820486,Surabaya
2/18/2024,TRX077741,"Sutan Maras Hassanah, M.Ak",617764,Yogyakarta
3/25/2024,TRX077742,"Wani Nasyidah, S.T.",431108,Jakarta
4/11/2024,TRX077743,Guest,1102199,Yogyakarta
1/13/2023,TRX077744,"Padma Nababan, S.H.",366806,Yogyakarta
11/23/2024,TRX077745,Guest,605041,Semarang
7/12/2023,TRX077746,"Kala Permadi, S.Ked",617522,Surabaya
5/7/2024,TRX077747,Guest,467268,Yogyakarta
10/6/2024,TRX077748,Vivi Andriani,604874,Semarang
7/14/2023,TRX077749,Guest,534259,Jakarta
3/28/2024,TRX077750,Guest,1033745,Jakarta
8/2/2024,TRX077751,Guest,696388,Surabaya
2/19/2024,TRX077752,Gangsar Simanjuntak,627621,Jakarta
5/1/2024,TRX077753,R.A. Vanesa Rahimah,264994,Surabaya
5/25/2023,TRX077754,Guest,851342,Bandung
